dialect,standard
冬物の服はもう少ししたら、まくるで,冬物の服はもう少ししたら、まけるよ
年賀状はクリスマスまじ書くつもりじゃったが,年賀状はクリスマスまで書くつもりだったけど
寝転んでテレビを見ている父ちゃんはまたごす,寝転んでテレビを見ている父ちゃんはまたぐ
世界の景気回復がまちなげえ,世界の景気回復が待ち遠しい
こん部屋は、まっときれいにならんのか,この部屋は、もっときれいにならないのか
顔がまっぴいで,顔が真っ青だよ
畳の色がそこだけまっぴいわ,畳の色がそこだけ真っ青だわ
外から家ん中がほっぽしじゃ,外から家の中が丸見えだ
うちん母ちゃんは、まつぼりの天才で,うちの母ちゃんは、へそくりの天才だよ
あんしはまてえから、すぐ人にだまさるる,あの人は鈍いから、すぐ人にだまされる
ボールで窓ガラスを割って、まどうことになった,ボールで窓ガラスを割って、弁償することになった
そげなまどろしいことせんで、はよう片付けよ,そんなまどろっこしいことしないで、早く片付けよ
梅雨の晴れ間に青葉がまばいい季節じゃ,梅雨の晴れ間に青葉がまばゆい季節だ
まぶにねえことせんじ、人並みのことをしよ,普通でないことをせずに、人並みのことをしなさい
あんパンを、犬からまぶりおとされた,あんパンを、犬から見つめてとられた
よそから来たしの中には、いつまでたってん地元にまみれんしもおる,よそから来た人の中には、いつまでたっても地元にまみれない人もいる
何回言ってん聞かんのじゃ、まめえしちょけ,何回言っても聞かないんだ、放っておけ
つきあがった餅は、なるべく早くまめすこと,つきあがった餅は、なるべく早くまぶすこと
隣の子は手伝いをよくして、まめろしいなあ,隣の子は手伝いをよくして、マメだなあ
初日の出を見ち、地球もまりいち思うた,初日の出を見て、地球もまるいと思った
稲をまるかすのは、慣れんと大事じゃ,稲を束ねるのは、慣れないと大事だ
こげな報告書じゃわからん、まるっと書き直せ,こんな報告書じゃわからん、まるごと書き直せ
あんしも、まれけいいことを言う,あの人もまれにいいことを言う
宝くじが当たったんかえ？まんがいいなあ,宝くじが当たったのかい？運がいいなあ
ケーキはまんぱちに切らんと、けんかになる,ケーキは当分に切らないと、けんかになる
うちの父ちゃんは、まんまんさんじゃからすぐだまさるる,うちの父ちゃんは、お人よしだからすぐだまされる
涙がこぼれんごと、上をみいち歩こうえ,涙がこぼれないように、上を見て歩こうよ
うちんしは、みそちゅうのごと仕事をする,うちの人は忙しく飛び回るように仕事をする
カーナビを使わんから、みちみない、道に迷った,カーナビを使わんから、見てみなさい、道に迷った
海岸の宝探しは、砂の中からみっくるのが大変,海岸の宝探しは、砂の中から見つけるのが大変
貝堀りは、潮がみてちくる前に、岸に上がりよえ,貝掘りは、潮が満ちてくる前に、岸にあがりなよ
ちょっと顔をみとうじ来たんじゃが、元気そうじゃな,ちょっと顔を見た九会来たんだけど、元気そうだな
大分んチームが負けたニュースは、みとうねえ,大分のチームが負けたニュースは、見たくない
ちょいとみみょうかせ、面白い話があるんじゃ,ちょっと耳を貸せ、面白い話があるんだ
孫に、みやぎょう買って帰ろう,孫に、土産を買って帰ろう
むかぜの足は、本当に100本かえ？,ムカデの足は、本当に100本かい？
うちん子は野球になると、むがむとう頑張る,うちの子は野球になると、むちゃくちゃ頑張る
こん野菜の煮つけは、年寄りにはむぎいぞ,この野菜の煮つけは、年寄りには味が濃いぞ
むぎべら言われてん、あまりいい気持ちはせん,見え透いたお世辞を言われて、あまりいい気持ちはしない
山むけ行ってん、幸いはすんじょうらせんかった,山向こうに行って、幸いカゲしなかった
ばあちゃんは、孫をむげながる,ばあちゃんは、孫をかわいがる
あんたはむげねえ,あんたはかわいそう
鏡を見るたびに、むこうづらが広うなりよる気がするんじょわあ,鏡を見るたびに、額が広くなってる気がするんだわ
今日はむこうめしじゃから弁当は要らん,今日は向こうが飯を準備してくれるから弁当は要らない
隣のむこじょうは、ちいっと頼りねえごたる,隣の婿さんは、ちょっと頼りないようにある
川のむこっぺらの岸に魚が集まっちょん,川の向こう側の岸に魚が集まっている
古いセーターを出したら、むしくれになっちょあった,古いセーターを出したら、虫食いになってた
祭りばやしの音が神輿担ぎのむしをつりおこす,祭りばやしの音が神輿担ぎをしたいという気持ちを起こさせる
あんしはいっつもむすくれっとしちょる,あの人はいつもムスッとしている
昔は、むっからでボタルかごを作りよったがなあ,昔は、麦わらでホタルかごを作ってたけどなあ
お代官様、そげなむてえなことを,お代官様、そんな無体なことを
むとうなことはせんじ、紳士的にやろうや,不当なことはしないで、紳士的にやろうや
内戦地域の子どもたちを見ると、心からむどなぎい,内戦地域の子どもたちを見ると、心からかわいそう
隣のおいさん方に、むどらしい孫がでけた,隣のおいさん方に、かわいらしい孫ができた
大地震のことを考えると、胸がふとる,大地震の事を考えると、胸がいっぱいになる
むりこしゃりこ塾に行かされよる,無理やり塾に行かされてる
ウィンクされたんかち思うたら、めいぼかえ？,ウィンクされたのかと思ったら、ものもらいかい？
